Irradiance,Temperature,V_PV,I_PV
100,38,25.4653713190226,0.509307426380452
200,38,36.1827374839356,0.723654749678713
300,38,38.0086732626226,0.760173465252452
400,38,38.9461532243779,0.778923064487559
500,38,39.5775963346423,0.791551926692846
600,38,40.0528659484079,0.801057318968159
700,38,40.4336999616023,0.808673999232045
800,38,40.7513044929721,0.815026089859443
900,38,41.023628894878,0.820472577897561
1000,38,41.2619389897054,0.825238779794109
100,40,25.4739119625775,0.50947823925155
200,40,35.8763747974694,0.717527495949389
300,40,37.6857302629197,0.753714605258394
400,40,38.6236314066404,0.772472628132808
500,40,39.2559624320325,0.78511924864065
600,40,39.7324957459262,0.794649914918523
700,40,40.3239265893272,0.806478531786544
800,40,40.4334800136328,0.808669600272656
900,40,40.8073713600156,0.816147427200311
1000,40,40.9463656954431,0.818927313908863
100,42,25.4796087046498,0.509592174092997
200,42,35.5693237148021,0.711386474296042
300,42,37.364032722048,0.747280654440959
400,42,37.6937916892701,0.753875833785402
500,42,38.766833823834,0.775336676476681
600,42,39.4119653434603,0.788239306869206
700,42,39.7953947336106,0.795907894672211
800,42,40.1154848199304,0.802309696398607
900,42,40.3901374788327,0.807802749576655
1000,42,40.5829324237266,0.811658648474532
100,44,25.481919847686,0.50963839695372
200,44,35.2616103805637,0.705232207611274
300,44,37.0421568077417,0.740843136154833
400,44,36.512267569251,0.730245351385019
500,44,38.6122335971349,0.772244671942698
600,44,39.0912758415029,0.781825516830057
700,44,39.4759944034793,0.789519888069586
800,44,39.7973201309233,0.795946402618467
900,44,40.0731310362477,0.801462620724953
1000,44,40.3146866180903,0.806293732361806
100,46,25.4802360271166,0.509604720542332
200,46,34.9532593417621,0.699065186835243
300,46,36.3090451060079,0.726180902120158
400,46,37.6551630707208,0.753103261414415
500,46,38.2901406754939,0.765802813509877
600,46,38.7704283255742,0.775408566511484
700,46,39.1564304719893,0.783128609439787
800,46,39.4789871489498,0.789579742978995
900,46,39.7559524279105,0.79511904855821
1000,46,39.9985833846175,0.79997166769235
100,48,25.4738839491781,0.509477678983561
200,48,34.6442936723617,0.692885873447233
300,48,35.3319610374973,0.706639220749946
400,48,37.3320424884162,0.746640849768324
500,48,37.9678967362263,0.759357934724527
600,48,38.4494238665275,0.768988477330549
700,48,38.8367040764591,0.776734081529182
800,48,39.1604870599625,0.78320974119925
900,48,39.4386028756751,0.788772057513503
1000,48,39.682306025594,0.793646120511881
100,50,25.4621348700287,0.509242697400574
200,50,34.3347350862887,0.686694701725774
300,50,36.0754753086235,0.72150950617247
400,50,37.0087745533807,0.740175491067613
500,50,37.6455027521583,0.752910055043166
600,50,38.0491195639644,0.760982391279287
700,50,38.5168163388056,0.770336326776111
800,50,38.8418210338565,0.776836420677129
900,50,39.1210835849062,0.782421671698125
1000,50,39.3658557731901,0.787317115463803
